mean_D,mean_zp,mean_zc,mean_zm,std_D,std_zp,std_zc,std_zm,H,J,T,O,U,noPer,noSkill,costPer,costCas,costTrain,costTot
0.5008134490238612,5500.0,8314.380051719743,521.40625,0.5000671394176927,3027.6503540974913,4576.915583216437,205.3207107089583,8,8,461,1,1,3.0,13.0,2766000,550.0,7594,4756952
0.489247311827957,5500.0,6908.33375286438,336.078125,0.4999963852329537,3027.6503540974913,3802.9125696515443,139.93108334218476,8,8,279,1,1,3.0,12.0,1674000,311.0,4780,2599472
1.0337982832618027,5500.0,10466.277617560681,148.546875,0.8101843385646577,3027.6503540974913,5761.496206343681,77.39671657190058,8,8,233,1,2,5.0,17.0,3495000,781.0,2537,7158831
0.5014172335600907,5500.0,5825.728254044339,197.78125,0.500068867905978,3027.6503540974913,3206.9578565878373,91.62613281311022,8,8,441,1,1,3.0,13.0,2646000,539.0,2697,3975904
1.0132536382536383,5500.0,8753.915784654151,363.421875,0.8151675086643092,3027.6503540974913,4818.872040935956,147.0170926988931,8,8,481,1,2,5.0,19.0,7215000,1538.0,7393,13165506
0.9932572614107884,5500.0,10454.27831157248,405.734375,0.8153026392477004,3027.6503540974913,5754.890805793845,162.89223647665065,8,8,241,1,2,5.0,18.0,3615000,737.0,8076,7091996
0.7857142857142857,5500.0,8679.806738111614,220.375,0.7796102922564631,3027.6503540974913,4778.076353480258,102.54329321865465,8,8,7,1,2,5.0,9.0,105000,11.0,1888,143185
0.4971671388101983,5500.0,9639.050614454623,280.03125,0.5000805238419759,3027.6503540974913,5306.122728366761,118.19488463536929,8,8,353,1,1,3.0,13.0,2118000,403.0,3922,3702726
0.5034509202453987,5500.0,10770.374823577085,155.984375,0.500083975195114,3027.6503540974913,5928.896208793794,82.1262079831914,8,8,326,1,1,3.0,13.0,1956000,382.0,2232,3695200
1.0060975609756098,5500.0,7743.927977804095,347.90625,0.8197496107701341,3027.6503540974913,4262.89205165528,142.60576345239792,8,8,451,1,2,5.0,20.0,6765000,1421.0,7721,11748547
0.9896080760095012,5500.0,10622.658830062277,110.78125,0.8175815827119414,3027.6503540974913,5847.581230599072,68.7730264469048,8,8,421,1,2,5.0,20.0,6315000,1275.0,1971,12360298
0.48658376963350786,5500.0,10982.210389219905,147.609375,0.4999017692557862,3027.6503540974913,6045.50784976269,76.44141177741166,8,8,382,1,1,3.0,12.0,2292000,415.0,2017,4194938
0.997624703087886,5500.0,6355.33335260153,208.921875,0.8170991518448424,3027.6503540974913,3498.495868256659,96.87863536445673,8,8,421,1,2,4.0,18.0,4210000,1682.0,4005,9621816
1.0213270142180095,5500.0,5945.6132128292,402.0625,0.8152489437232893,3027.6503540974913,3272.9523543907367,162.4487098543209,8,8,211,1,2,4.0,17.0,2110000,887.0,7445,4751892
1.0275,5500.0,5824.8802253442755,483.9375,0.8083175075318213,3027.6503540974913,3206.491032152559,191.1500594770905,8,8,50,1,2,4.0,13.0,500000,213.0,7148,1111876
0.4944968553459119,5500.0,8633.383538137425,297.765625,0.5001663594114237,3027.6503540974913,4752.52122296386,128.1750715167865,8,8,159,1,1,3.0,12.0,954000,186.0,3574,1613711
1.0115894039735098,5500.0,5992.548814727181,318.296875,0.8100788723782838,3027.6503540974913,3298.7895528827726,135.72564293017558,8,8,453,1,2,4.0,18.0,4530000,1869.0,6155,10371808
0.9833333333333333,5500.0,5514.746137084313,236.953125,0.8232078286028371,3027.6503540974913,3035.7678354001996,107.50141079731326,8,8,495,1,2,4.0,18.0,4950000,1929.0,4783,10395331
0.375,5500.0,6228.244875800587,407.203125,0.5175491695067657,3027.6503540974913,3428.535964295187,163.23575118910023,8,8,1,1,1,2.0,2.0,3000,1.0,899,6164
1.0215827338129497,5500.0,9906.977387676541,84.90625,0.8155986833875278,3027.6503540974913,5453.611562879041,56.96412648631774,8,8,417,1,2,5.0,20.0,6255000,1359.0,1433,12301490
1.002717391304348,5500.0,5548.242138600695,356.109375,0.8153198540172159,3027.6503540974913,3054.206777373276,145.86633555149805,8,8,414,1,2,4.0,18.0,4140000,1680.0,7036,8910454
0.982484076433121,5500.0,7022.217423770728,240.765625,0.8314604104158342,3027.6503540974913,3865.6034672052765,106.78278533568798,8,8,157,1,2,4.0,16.0,1570000,610.0,4254,3776677
0.5068051575931232,5500.0,6984.352366177127,383.953125,0.5000432449968466,3027.6503540974913,3844.7594390177874,157.41497374244082,8,8,349,1,1,3.0,12.0,2094000,425.0,5031,3292720
1.003030303030303,5500.0,10541.489492816714,130.109375,0.8181392086184766,3027.6503540974913,5802.898981025729,72.18871150979524,8,8,495,1,2,5.0,21.0,7425000,1535.0,2481,14739441
1.0224137931034483,5500.0,8879.332235179074,400.21875,0.8083992007660772,3027.6503540974913,4887.9115247253085,161.78198820124942,8,8,145,1,2,5.0,16.0,2175000,476.0,7046,4103211
1.0141908212560387,5500.0,6873.196146353608,193.359375,0.8218425996827295,3027.6503540974913,3783.5699538707295,90.6712826534172,8,8,414,1,2,4.0,17.0,4140000,1717.0,3463,10386824
0.9879807692307693,5500.0,8753.469298843247,495.6875,0.8149326917288966,3027.6503540974913,4818.626258586232,195.64487385737112,8,8,104,1,2,5.0,15.0,1560000,311.0,8212,2852585
1.0222826086956522,5500.0,8077.477900264942,535.203125,0.8131887344975952,3027.6503540974913,4446.505240900329,210.73176960353675,8,8,230,1,2,5.0,18.0,3450000,747.0,10921,6147050
1.010480572597137,5500.0,8150.475225287041,330.390625,0.8138676435219401,3027.6503540974913,4486.688945800572,139.60938900380543,8,8,489,1,2,5.0,19.0,7335000,1549.0,6701,12990721
