mean_D,mean_zp,mean_zc,mean_zm,std_D,std_zp,std_zc,std_zm,H,J,T,O,U,noPer,noSkill,costPer,costCas,costTrain,costTot
0.45789473684210524,5500.0,7991.07931155553,426.96,0.49954030664358867,3027.6503540974913,4398.94438313677,224.83854948236373,5,5,38,1,1,2.0,6.0,114000,18.0,3042,156271
0.5213483146067416,5500.0,9076.09523354367,149.6,0.4998249210036689,3027.6503540974913,4996.225990483827,90.66743259480405,5,5,178,1,1,2.0,6.0,534000,137.0,1066,906361
1.023008849557522,5500.0,8575.227800198463,483.28,0.8280337353893394,3027.6503540974913,4720.507542861369,252.83748403536478,5,5,113,1,2,3.0,8.0,678000,254.0,4753,1490384
0.518095238095238,5500.0,8762.690972498915,367.32,0.49983115682507345,3027.6503540974913,4823.702622860586,193.9329179553246,5,5,315,1,1,2.0,6.0,945000,255.0,2589,1640638
0.9977777777777778,5500.0,7446.572865570668,143.76,0.8237273566698589,3027.6503540974913,4099.2034496832375,87.80246769501034,5,5,180,1,2,3.0,9.0,1080000,377.0,1470,2046817
1.08,5500.0,6844.166963802085,314.92,0.8471724437358001,3027.6503540974913,3767.5899148104972,171.61607345078917,5,5,35,1,2,3.0,8.0,210000,85.0,2772,409386
1.0076576576576577,5500.0,10606.798235175516,212.0,0.8185737659391673,3027.6503540974913,5838.850260467236,123.67497725894272,5,5,444,1,2,3.0,10.0,2664000,963.0,2624,6205438
0.4625,5500.0,7268.030907938506,188.76,0.5001572079900501,3027.6503540974913,4000.919336729369,112.08191944585293,5,5,32,1,1,2.0,5.0,96000,20.0,1102,145996
0.5155452436194896,5500.0,7551.284263293176,99.2,0.49987428054501204,3027.6503540974913,4156.845177027345,72.00462948079566,5,5,431,1,1,2.0,6.0,1293000,319.0,658,2047413
1.0507177033492823,5500.0,5539.330989016741,282.92,0.8201905918832995,3027.6503540974913,3049.3013509744997,152.95367490409203,5,5,209,1,2,2.0,7.0,627000,685.0,2718,2194831
0.9808553971486762,5500.0,7334.908398567777,315.92,0.813521680046863,3027.6503540974913,4037.734183672072,167.81262368089793,5,5,491,1,2,3.0,9.0,2946000,985.0,3404,5428603
0.9842794759825327,5500.0,8376.305653722298,267.88,0.8266311648274949,3027.6503540974913,4611.004505185661,148.868879667086,5,5,229,1,2,3.0,9.0,1374000,469.0,2686,2718418
1.000875273522976,5500.0,7372.593482348178,263.48,0.8237919695180631,3027.6503540974913,4058.479139536059,146.18000319241116,5,5,457,1,2,3.0,9.0,2742000,977.0,3066,5295983
0.49297820823244554,5500.0,6277.690141487637,365.88,0.5000717894293063,3027.6503540974913,3455.754687234432,192.68872134438314,5,5,413,1,1,2.0,6.0,1239000,280.0,2638,1783802
0.998992443324937,5500.0,9913.56474643533,408.08,0.8100919604081185,3027.6503540974913,5457.237784529698,214.37854370248905,5,5,397,1,2,3.0,9.0,2382000,828.0,4498,5128049
0.9968586387434555,5500.0,8473.886455363805,354.2,0.8119847670779906,3027.6503540974913,4664.720968575302,187.6679248033611,5,5,191,1,2,3.0,9.0,1146000,398.0,3868,2303857
0.5081206496519721,5500.0,10873.827121217482,111.88,0.5000500850639519,3027.6503540974913,5985.844824354367,77.20876461473355,5,5,431,1,1,2.0,6.0,1293000,322.0,756,2381139
0.4666666666666667,5500.0,9649.756703294483,330.16,0.507416263404925,3027.6503540974913,5312.016236306215,176.22728695257914,5,5,6,1,1,2.0,3.0,18000,4.0,1313,29840
0.5076923076923077,5500.0,8286.510094975743,179.08,0.5001157211190385,3027.6503540974913,4561.573676961044,103.47379700516778,5,5,286,1,1,2.0,6.0,858000,207.0,1339,1368583
1.0055384615384615,5500.0,7619.379527971381,91.32,0.8218649021542115,3027.6503540974913,4194.330386521044,76.00806974701217,5,5,325,1,2,3.0,10.0,1950000,695.0,1104,3792223
0.508355795148248,5500.0,10796.53858885475,325.0,0.5000649823874309,3027.6503540974913,5943.298887558784,173.66970566758806,5,5,371,1,1,2.0,6.0,1113000,275.0,2352,2053669
0.5316666666666666,5500.0,9326.221324180136,171.84,0.49920425976383737,3027.6503540974913,5133.915871735558,101.57291305592582,5,5,240,1,1,2.0,6.0,720000,199.0,1190,1314677
0.5079365079365079,5500.0,10818.907452715277,444.92,0.5007324530989505,3027.6503540974913,5955.612541847528,232.51091730640667,5,5,63,1,1,2.0,6.0,189000,47.0,3059,351392
0.4959785522788204,5500.0,5587.735215513794,208.36,0.5001179255474768,3027.6503540974913,3075.9470007006116,118.73390417231299,5,5,373,1,1,2.0,6.0,1119000,261.0,1513,1576675
1.045925925925926,5500.0,9476.23513929311,252.12,0.8221491488723548,3027.6503540974913,5216.495759089433,141.08399389488991,5,5,135,1,2,3.0,8.0,810000,313.0,2251,1833961
0.68,5500.0,8365.915325732702,316.96,0.8020806277010643,3027.6503540974913,4605.284817873499,168.73511786228732,5,5,5,1,2,2.0,6.0,15000,7.0,2422,35675
0.9981981981981982,5500.0,9821.141807434191,331.28,0.8089770497015766,3027.6503540974913,5406.36063107633,176.71764673248302,5,5,333,1,2,3.0,9.0,1998000,705.0,3480,4454980
0.5130864197530864,5500.0,10512.274094643743,220.2,0.49995217650567175,3027.6503540974913,5786.8164336396385,123.52091590765778,5,5,405,1,1,2.0,6.0,1215000,316.0,1595,2256354
0.9943181818181818,5500.0,5634.228671246104,117.72,0.7974444327552231,3027.6503540974913,3101.5408057390014,78.87728866198854,5,5,176,1,2,2.0,8.0,528000,525.0,1284,1696082
0.487292817679558,5500.0,8413.902349896805,359.2,0.4999766356103405,3027.6503540974913,4631.700805273961,191.79090176543832,5,5,362,1,1,2.0,6.0,1086000,237.0,2474,1700394
0.49310344827586206,5500.0,6718.317193941087,402.92,0.5008166579713208,3027.6503540974913,3698.311896577272,211.05447953865686,5,5,58,1,1,2.0,6.0,174000,42.0,2762,259825
1.0601503759398496,5500.0,10374.212823488288,436.72,0.8173513506228941,3027.6503540974913,5710.816205184919,229.92671296161595,5,5,133,1,2,3.0,9.0,798000,312.0,4695,1924996
0.48,5500.0,5804.739148523425,281.92,0.5099019513592786,3027.6503540974913,3195.4037342673673,154.21816797424785,5,5,5,1,1,2.0,3.0,15000,3.0,974,20196
