mean_D,mean_zp,mean_zc,mean_zm,std_D,std_zp,std_zc,std_zm,H,J,T,O,U,noPer,noSkill,costPer,costCas,costTrain,costTot
1.0007610350076104,5500.0,10060.24439006943,285.6111111111111,0.8172731763347417,3027.6503540974913,5537.982270891093,139.19837391861768,6,6,219,1,2,4.0,12.0,2190000,484.0,3788,3993657
0.48533333333333334,5500.0,6384.941862867347,209.80555555555554,0.4999515208874899,3027.6503540974913,3514.7948167276763,109.64014370252855,6,6,250,1,1,2.0,8.0,750000,260.0,2055,1384745
0.9431818181818182,5500.0,9184.22260902722,372.02777777777777,0.8090451755582131,3027.6503540974913,5055.748151696626,176.22931264384093,6,6,44,1,2,4.0,10.0,440000,83.0,4190,718047
1.003422313483915,5500.0,9803.446894370947,124.30555555555556,0.8216444164154947,3027.6503540974913,5396.619902021483,81.28180940211986,6,6,487,1,2,4.0,13.0,4870000,1047.0,1632,8620114
0.9704301075268817,5500.0,8313.30799333261,494.9166666666667,0.821993387973872,3027.6503540974913,4576.32543449727,231.90556883598734,6,6,62,1,2,4.0,11.0,620000,117.0,6213,958745
0.4867816091954023,5500.0,7201.435892678164,457.1388888888889,0.4999689334865646,3027.6503540974913,3964.2599873595323,213.59295771935362,6,6,290,1,1,2.0,8.0,870000,306.0,4464,1688881
1.0132113821138211,5500.0,9155.279865372557,168.80555555555554,0.8260929454112964,3027.6503540974913,5039.815695683064,93.85819682431104,6,6,164,1,2,4.0,14.0,1640000,362.0,2637,2872774
0.42857142857142855,5500.0,6158.191909764357,396.0833333333333,0.4968472027264951,3027.6503540974913,3389.9730756724293,187.2021634490371,6,6,21,1,1,2.0,6.0,63000,15.0,2862,98332
0.5034802784222738,5500.0,10829.71683358015,466.5833333333333,0.5000845876202533,3027.6503540974913,5961.562910175365,218.1746842718991,6,6,431,1,1,3.0,9.0,2586000,202.0,4780,3226780
1.0439716312056737,5500.0,6024.69751390287,224.33333333333334,0.8189290191855277,3027.6503540974913,3316.4868293269637,115.1118710522197,6,6,470,1,2,3.0,12.0,2820000,1546.0,3126,6784091
0.9944968553459119,5500.0,5884.063041641051,425.6666666666667,0.8127771812450638,3027.6503540974913,3239.0701002829987,201.4430795180472,6,6,424,1,2,3.0,11.0,2544000,1273.0,5402,5663676
0.4995344506517691,5500.0,7348.201286057553,294.55555555555554,0.5001162112041557,3027.6503540974913,4045.0516774021444,146.75079838078165,6,6,358,1,1,2.0,8.0,1074000,404.0,2601,2212232
0.9900090826521344,5500.0,8443.509890772875,439.3611111111111,0.8221657218878188,3027.6503540974913,4647.9992201134855,206.33123893082734,6,6,367,1,2,4.0,13.0,3670000,771.0,6642,6079204
1.0170494084899095,5500.0,10423.682683628596,372.30555555555554,0.8188019779382124,3027.6503540974913,5738.048466925093,176.4503684883728,6,6,479,1,2,4.0,14.0,4790000,1077.0,6057,8865084
1.0351681957186545,5500.0,8068.795994223928,293.30555555555554,0.8135445402600519,3027.6503540974913,4441.726008918635,144.0453935286561,6,6,109,1,2,4.0,11.0,1090000,258.0,3590,1866727
0.5172764227642277,5500.0,10936.763044662932,361.3333333333333,0.4999555431029417,3027.6503540974913,6020.489909973471,173.13413462234584,6,6,164,1,1,3.0,8.0,984000,89.0,3229,1279539
0.49516908212560384,5500.0,8849.120076952753,262.27777777777777,0.5005815943491054,3027.6503540974913,4871.280278988585,130.04737842386763,6,6,69,1,1,2.0,7.0,207000,71.0,2195,455361
1.0238095238095237,5500.0,5582.785205466766,385.1666666666667,0.8106887952316961,3027.6503540974913,3073.2221098512164,183.20394568427207,6,6,119,1,2,3.0,9.0,714000,379.0,4135,1614426
0.9912280701754386,5500.0,6672.910753957853,97.08333333333333,0.8551024776682155,3027.6503540974913,3673.31647401481,76.68129777573817,6,6,38,1,2,3.0,10.0,228000,116.0,768,544215
0.4904153354632588,5500.0,9263.141767013954,260.3611111111111,0.5000412748218759,3027.6503540974913,5099.191718355466,128.4561409926756,6,6,313,1,1,2.0,8.0,939000,327.0,2434,2142274
0.9765545361875637,5500.0,9990.820103074084,422.69444444444446,0.8082067295104767,3027.6503540974913,5499.765458690288,197.86139729538587,6,6,327,1,2,4.0,14.0,3270000,665.0,6694,5638161
0.49242424242424243,5500.0,5703.236945793179,451.3611111111111,0.500088339223304,3027.6503540974913,3139.528610624112,209.04287363092052,6,6,286,1,1,2.0,8.0,858000,308.0,4306,1503142
0.4898107714701601,5500.0,9558.468305088816,460.47222222222223,0.5000781809238556,3027.6503540974913,5261.763627005784,215.24105902932067,6,6,229,1,1,2.0,8.0,687000,238.0,4188,1541023
1.0019245573518092,5500.0,6461.534981960404,251.69444444444446,0.8168872183232238,3027.6503540974913,3556.957941117409,127.48732585621308,6,6,433,1,2,3.0,12.0,2598000,1327.0,3355,6208066
0.9867256637168141,5500.0,7449.524818401251,154.41666666666666,0.7940700933211238,3027.6503540974913,4100.828446234655,88.08903774834057,6,6,113,1,2,3.0,10.0,678000,338.0,1675,1784914
1.0131440588853837,5500.0,7607.021896676066,126.11111111111111,0.8085131594147364,3027.6503540974913,4187.527734381574,78.08375641497415,6,6,317,1,2,3.0,11.0,1902000,999.0,1470,5103952
0.9611111111111111,5500.0,7629.68846514043,93.02777777777777,0.8201086203545359,3027.6503540974913,4200.005269661086,73.19816005147011,6,6,60,1,2,3.0,9.0,360000,169.0,950,842314
0.5119313944817301,5500.0,10862.380908343368,225.19444444444446,0.49995083509739097,3027.6503540974913,5979.543891543205,113.84395822966113,6,6,447,1,1,3.0,9.0,2682000,212.0,2197,3343840
0.9852713178294573,5500.0,8492.675873521652,396.19444444444446,0.8169967202970652,3027.6503540974913,4675.0642028551,187.8445891755727,6,6,430,1,2,4.0,13.0,4300000,904.0,5808,7065156
0.9782419495213229,5500.0,10943.083578552361,395.80555555555554,0.8045668780968177,3027.6503540974913,6023.969249367728,185.34382250208003,6,6,383,1,2,4.0,12.0,3830000,795.0,5558,6945383
0.4704184704184704,5500.0,10833.37524977094,277.5833333333333,0.4993043227386767,3027.6503540974913,5963.57680200727,137.5934747206941,6,6,231,1,1,2.0,8.0,693000,231.0,2314,1625015
0.49017384731670444,5500.0,10328.610679730495,221.86111111111111,0.4999979281734898,3027.6503540974913,5685.713051240212,114.77634220586893,6,6,441,1,1,2.0,8.0,1323000,473.0,2107,3174867
0.4811594202898551,5500.0,7885.9291101600775,124.33333333333333,0.5000073620122278,3027.6503540974913,4341.061102320705,76.91256631489328,6,6,115,1,1,2.0,8.0,345000,118.0,1057,694472
0.9270833333333334,5500.0,6479.4856375213585,496.5833333333333,0.8082086485012365,3027.6503540974913,3566.839451783846,230.71384564310085,6,6,48,1,2,3.0,9.0,288000,128.0,5179,644249
0.991304347826087,5500.0,7829.663855570818,255.52777777777777,0.8188170040050659,3027.6503540974913,4310.0880990515125,130.08469463306503,6,6,115,1,2,3.0,11.0,690000,342.0,3119,1766495
0.5049019607843137,5500.0,10689.635990282368,338.22222222222223,0.5001803339843915,3027.6503540974913,5884.450943845764,162.01818436055896,6,6,204,1,1,3.0,7.0,1224000,109.0,2635,1557042
0.46846846846846846,5500.0,8979.387305369646,414.1388888888889,0.500132467878864,3027.6503540974913,4942.990028123804,193.8327928584366,6,6,37,1,1,2.0,7.0,111000,36.0,3434,240145
0.4862068965517241,5500.0,6504.337966421086,169.19444444444446,0.49990549059877487,3027.6503540974913,3580.5202085826477,96.54394097861626,6,6,435,1,1,2.0,8.0,1305000,466.0,1566,2441869
1.037037037037037,5500.0,8277.825010178893,373.1388888888889,0.7944683865494769,3027.6503540974913,4556.792695131854,177.0953178017465,6,6,36,1,2,4.0,10.0,360000,85.0,4331,618686
0.5058626465661642,5500.0,7142.126747742479,358.30555555555554,0.5000703440035745,3027.6503540974913,3931.6113776021234,170.54665376697108,6,6,398,1,1,2.0,7.0,1194000,465.0,2880,2472074
1.011764705882353,5500.0,10983.686539024078,204.22222222222223,0.8184117344414835,3027.6503540974913,6046.320443485837,106.76733345018732,6,6,340,1,2,4.0,14.0,3400000,750.0,3400,6335046
1.0254901960784313,5500.0,6820.480029163705,199.58333333333334,0.8132891187539828,3027.6503540974913,3754.550686438611,102.37672028905232,6,6,340,1,2,3.0,11.0,2040000,1085.0,2361,5146299
1.0138888888888888,5500.0,6556.8014244600945,209.72222222222223,0.8167419729765119,3027.6503540974913,3609.4003917297346,108.33535529248616,6,6,468,1,2,3.0,12.0,2808000,1466.0,3078,6869142
0.5043341213553979,5500.0,9534.010061890656,326.1388888888889,0.5000797432133851,3027.6503540974913,5248.299807245871,156.3096108511708,6,6,423,1,1,2.0,8.0,1269000,483.0,3023,3040149
0.5192307692307693,5500.0,6408.6100188653945,283.19444444444446,0.49980806667604605,3027.6503540974913,3527.823707798281,139.9485251174148,6,6,234,1,1,2.0,8.0,702000,282.0,2845,1374836
0.4960231381055676,5500.0,8332.176567452347,477.0833333333333,0.5000745891992583,3027.6503540974913,4586.712242699987,221.4976781561636,6,6,461,1,1,2.0,8.0,1383000,502.0,4688,2960197
0.5076628352490421,5500.0,5881.9995961885015,344.5,0.5000370792288177,3027.6503540974913,3237.934210945712,164.38013435761806,6,6,435,1,1,2.0,8.0,1305000,504.0,3143,2448181
0.9868659420289855,5500.0,8344.210148756914,303.6388888888889,0.819622044340024,3027.6503540974913,4593.336511190501,147.33056181405286,6,6,368,1,2,4.0,14.0,3680000,746.0,4871,5980287
0.9923076923076923,5500.0,7877.718766142707,139.55555555555554,0.8173329581268274,3027.6503540974913,4336.5414566895315,83.58483951546116,6,6,195,1,2,4.0,12.0,1950000,414.0,1733,3157740
